Power system;Renewable energy;0.666666666667;
Power system;Smart grid;1.0;
Power system;Solar cell;0.666666666667;
Power system;Wind turbine;0.666666666667;
Renewable energy;Smart grid;0.666666666667;
Renewable energy;Solar cell;1.0;
Renewable energy;Wind turbine;1.0;
Smart grid;Solar cell;1.0;
Smart grid;Wind turbine;1.0;
Solar cell;Wind turbine;0.5;
